CrtSize,Brdgm2,BrdPrice,Quantity,InkCover,InkPriceKg,Mcost,Price
25287,230,586,300000,2,12,1568,8
975106,240,640,50000,3,12,1910,15
168084,350,705,20000,4,12,954,1052
168084,350,810,20000,4,12,954,1052
165648,350,705,25000,4,12,954,1052
165648,350,810,25000,4,12,954,1052
310005,265,586,30000,4,12,2016,63
267904,265,586,180000,4,12,2638,35
324900,265,586,200000,4,12,2765,24
324900,265,586,250000,5,12,2765,26
324900,265,586,170000,5,12,2765,24
121500,280,895,5000,2,12,897,217
396900,280,935,20000,2,12,990,192
262928,240,586,25000,2,12,899,48
146004,265,586,75000,2,12,1750,32
146004,265,586,75000,2,12,1750,32
203336,255,895,50000,2,12,1260,26
168561,255,895,50000,2,12,1260,26
164025,280,895,12000,2,12,1260,26
146004,235,825,10000,2,12,1260,26
146004,265,586,75000,2,12,1260,26
146004,265,586,75000,2,12,1248,25
184448,265,586,230000,2,12,2381,20
83623,240,730,10000,2,12,1193,136
111200,240,700,70000,2,12,1243,26
111200,240,700,70000,2,12,1243,26
111200,240,700,70000,2,12,1243,26
164020,240,865,43500,2,12,2807,14
164020,240,586,400000,2,12,2807,14
147000,240,700,320000,2,12,2807,14
147000,240,700,320000,2,12,2807,14
116875,240,586,400000,2,12,2551,12
116875,240,700,200000,3,12,2551,12
97696,240,700,1000,1,12,1054,1113
311575,325,630,1000,1,12,859,916
3415500,255,690,2500,1,12,1112,534
704628,325,855,5000,1,12,962,238
2308632,265,690,15800,1,12,1853,173
614125,330,1035,50000,1,12,3310,143
704628,325,700,10000,1,12,1046,141
121014,330,1035,50000,1,12,3310,132
704628,285,690,10000,1,12,1016,129
614125,330,1035,50000,1,12,2438,93
205425,240,640,15000,1,12,797,64
205425,240,720,15000,1,12,797,64
205425,240,700,15000,1,12,793,64
375150,269,1435,50000,1,12,1173,49
183744,295,650,60000,1,12,1428,37
183744,295,715,60000,1,12,1428,37
207270,295,685,900000,1,12,12185,35
207270,295,685,900000,1,12,12185,35
170000,240,700,43200,1,12,1113,34
207270,295,650,900000,1,12,12185,34
126000,285,690,50000,1,12,1134,31
111263,285,690,50000,1,12,1134,31
111263,285,690,50000,1,12,1134,31
207270,295,750,100000,1,12,1608,29
207270,296,770,100000,1,12,1608,28
207270,295,685,2000,1,12,1377,25
204160,240,700,500000,1,12,5249,20
48576,295,715,160000,1,12,1842,19
48576,295,650,160000,1,12,1842,18
121014,240,800,200000,1,12,1622,15
121014,285,700,50000,1,12,1841,15
121014,285,700,50000,1,12,1841,15
121014,240,700,200000,1,12,1645,14
127776,265,865,19000,2,12,1370,140
658350,285,790,50000,2,12,1575,56
280900,265,700,11000,2,12,1575,56
1619028,265,690,5000,2,12,2985,13
282940,300,700,50000,2,12,2985,13
282940,300,700,50000,2,12,2985,13
360180,265,730,100000,2,12,75719,2142
2805000,325,700,1000,2,12,1097,1219
1142103,325,865,1000,2,12,1090,1204
551460,240,730,1000,2,12,1077,1157
384000,285,730,1000,2,12,1077,1157
384000,285,730,1000,2,12,1077,1157
308990,285,730,2500,2,12,1077,1157
308990,285,730,2500,2,12,1077,1157
286000,285,730,1000,2,12,1077,1157
286000,285,730,1000,2,12,1077,1157
192375,285,730,5000,2,12,1077,1157
128700,285,730,1000,2,12,1077,1157
128700,285,730,1000,2,12,1077,1157
101970,285,800,5000,2,12,1077,1157
94792,285,730,2500,2,12,1077,1157
79596,285,730,2500,2,12,1077,1157
615600,325,700,1000,2,12,1070,1145
130240,265,700,1000,2,12,1059,1123
136640,265,700,1000,2,12,1056,1119
130240,240,700,1000,2,12,1056,1117
192060,265,700,1000,2,12,1055,1117
551460,285,700,1000,2,12,1015,1095
192400,285,700,1000,2,12,1010,1078
192400,285,700,1000,2,12,1007,1075
704628,325,865,1000,2,12,873,964
704628,285,865,1000,2,12,872,956
704628,325,700,1000,2,12,872,953
920040,285,855,10000,2,12,859,918
920040,285,855,10000,2,12,859,918
585000,325,855,5000,2,12,859,918
585000,325,855,22000,2,12,859,918
311575,285,700,1000,2,12,859,918
311575,265,700,11000,2,12,859,918
311575,325,700,100000,2,12,859,918
130240,265,700,1000,2,12,858,912
195362,265,700,1000,2,12,858,912
192060,265,700,1000,2,12,856,908
161014,240,700,1000,2,12,857,908
130240,240,700,1000,2,12,857,907
136640,265,690,1000,2,12,856,905
84099,265,700,1000,2,12,855,905
311575,325,700,1000,2,12,795,851
690064,240,700,2000,2,12,896,491
607500,240,700,2000,2,12,880,474
364500,240,700,2000,2,12,880,474
364500,240,700,2000,2,12,880,474
359556,330,1095,5000,2,12,880,474
233244,330,1095,5000,2,12,880,474
94792,285,730,2500,2,12,1080,463
79596,285,730,2500,2,12,1074,459
304425,269,1505,3000,2,12,879,331
304425,309,1425,3000,2,12,879,331
304425,264,2078,3000,2,12,879,331
304425,329,1425,3000,2,12,879,331
304425,290,2013,3000,2,12,879,331
304425,359,1425,3000,2,12,879,331
704628,325,800,5000,2,12,948,235
1261750,285,640,6000,2,12,1000,214
101970,285,800,5000,2,12,895,201
192375,285,730,5000,2,12,892,199
210600,240,730,10000,2,12,875,194
121680,240,730,30000,2,12,875,194
121680,240,730,30000,2,12,875,194
672000,285,700,10000,2,12,1277,162
361415,329,1835,10000,2,12,1065,161
361415,270,1833,10000,2,12,1065,161
361415,329,1410,10000,2,12,1065,161
361415,359,1410,10000,2,12,1065,161
361415,359,1525,10000,2,12,1065,161
361415,290,1833,10000,2,12,1065,161
361415,280,950,10000,2,12,1065,161
361415,269,1535,10000,2,12,1146,161
361415,269,1535,10000,2,12,1073,151
323526,269,1535,10000,2,12,1073,151
323526,230,865,10000,2,12,1073,151
361415,294,1580,10000,2,12,1065,151
361415,269,1580,10000,2,12,1065,148
361415,275,2100,10000,2,12,1065,148
323526,269,1535,10000,2,12,1060,136
732645,265,700,20000,2,12,1984,132
704628,325,700,1000,2,12,1016,129
377200,269,1720,10000,2,12,941,128
377200,359,1410,10000,2,12,941,128
183388,235,890,10000,2,12,941,128
157435,235,865,3000,2,12,941,128
68750,235,890,22000,2,12,941,128
377200,269,1600,10000,2,12,941,127
377200,270,2253,10000,2,12,941,127
377200,270,1833,10000,2,12,941,127
377200,290,1833,10000,2,12,941,127
377200,290,2013,10000,2,12,941,127
377200,329,1410,10000,2,12,941,127
377200,359,1410,10000,2,12,941,127
303400,290,2253,10000,2,12,941,127
323526,230,865,10000,2,12,1060,125
304425,235,950,10000,2,12,948,120
1474836,240,865,20000,2,12,1291,88
361415,269,1385,50000,2,12,1968,85
361415,269,1385,50000,2,12,1968,85
1189920,240,640,25000,2,12,1338,84
972000,240,640,25000,2,12,1338,84
310005,265,640,30000,2,12,1784,82
3415500,285,730,50000,2,12,1641,60
446215,285,730,100000,2,12,2171,49
253265,269,1405,75000,2,12,2221,45
286440,269,1435,75000,2,12,1348,39
187200,269,1435,380000,2,12,4153,34
187200,240,700,380000,2,12,4153,34
347875,285,700,1000,2,12,1735,34
347875,285,700,1000,2,12,1735,34
311575,325,690,100000,2,12,1735,34
311575,325,690,100000,2,12,1735,34
311575,285,690,100000,2,12,1735,34
184000,285,700,1000,2,12,1735,34
184000,285,700,1000,2,12,1735,34
140563,240,865,50000,2,12,1122,32
3535560,380,1130,30000,2,12,19020,31
3535560,450,1100,30000,2,12,19020,31
2023500,380,1115,30000,2,12,19020,31
1474836,285,865,30000,2,12,19020,31
1048772,240,865,30000,2,12,19020,31
589934,240,865,30000,2,12,19020,31
421850,285,855,2000000,2,12,19020,31
393290,240,865,30000,2,12,19020,31
286440,285,745,75000,2,12,1348,31
286440,240,745,180000,2,12,2806,26
286440,269,1435,180000,2,12,2806,26
154652,240,725,3000000,2,12,41006,26
204160,240,800,200000,2,12,2134,22
204160,240,800,200000,2,12,2134,22
204160,240,800,200000,2,12,2134,22
154652,240,700,3000000,2,12,27241,20
154652,240,700,3000000,2,12,27241,20
204160,240,800,200000,2,12,1787,20
204160,240,700,200000,2,12,1688,17
685396,285,640,25000,2,12,2119,15
286440,285,700,75000,2,12,2985,13
128989,269,1435,420000,2,12,2985,13
361415,269,1505,10000,2,12,5990,13
255850,240,700,50000,2,12,5990,13
255850,260,775,50000,2,12,5990,13
135900,240,700,50000,2,12,5990,13
135900,260,775,50000,2,12,5990,13
128989,240,700,50000,2,12,2371,12
116875,240,730,3600,2,12,4078,11
116875,240,700,750000,2,12,4078,11
321480,261,3780,10000,3,12,1260,188
321480,275,1850,10000,3,12,1063,150
321480,275,1850,260000,3,12,1063,150
321480,329,1410,10000,3,12,1060,139
296000,300,1150,10000,3,12,1060,136
296000,300,1150,10000,3,12,1060,136
457380,280,860,5000,3,12,941,128
405000,280,840,30000,3,12,941,128
405000,280,840,30000,3,12,941,128
238050,280,860,10000,3,12,941,128
238050,280,895,10000,3,12,941,128
238050,280,840,22000,3,12,941,128
172800,240,865,5000,2,12,1213,286
172800,240,865,5000,2,12,1036,225
567910,285,800,6000,2,12,957,206
570350,285,800,8000,2,12,1237,193
804168,240,865,10000,2,12,1107,158
311575,285,865,60000,2,12,3581,80
311575,285,800,60000,2,12,3581,79
413270,240,800,100000,2,12,16128,39
413270,240,800,1000000,2,12,16128,39
413270,240,800,1000000,2,12,10083,29
704628,325,566,10000,2,12,1316,182
144233,285,566,21500,2,12,1001,113
407680,325,566,10000,2,12,1148,147
75690,240,576,250000,2,12,1645,11
55680,240,576,250000,2,12,1556,10
75690,240,576,5000,2,12,4781,9
75690,240,576,1000000,2,12,4781,9
55680,240,576,1000000,2,12,4425,8
174636,285,566,25000,2,12,1148,147
84320,240,586,10000,2,12,749,83
311575,325,566,100000,2,12,1089,37
181021,240,576,50000,2,12,1061,30
363584,240,576,225000,2,12,3780,30
113400,265,566,100000,2,12,1892,28
328624,340,1924,270000,2,12,15243,21
328624,240,576,1385000,2,12,15243,21
113400,265,566,100000,2,12,1269,21
206460,240,626,305000,2,12,3673,21
158032,240,576,330000,2,12,3265,17
883960,285,566,20000,4,12,973,83
158304,265,566,10000,2,12,1001,113
230496,265,566,23000,2,12,1008,55
170000,240,576,500000,2,12,3371,14
267904,272,1370,50000,2,12,1246,58
324900,272,1385,50000,2,12,1087,42
224879,272,1385,50000,2,12,1087,42
311575,325,576,10000,2,12,794,100
311575,325,605,10000,2,12,786,97
525096,285,865,25000,2,12,1358,82
311575,325,566,50000,2,12,1749,51
311575,325,566,200000,2,12,1749,51
311575,325,566,200000,2,12,1749,51
311575,325,566,300000,2,12,3977,28
311575,325,566,300000,2,12,2987,25
310005,265,865,2500,4,12,1107,493
310005,265,865,5000,4,12,1170,274
293930,265,865,5000,4,12,1123,271
115200,280,935,4000,1,12,1292,376
115200,280,935,4000,1,12,1292,376
45000,280,935,4000,1,12,1272,362
119894,285,865,10000,1,12,1134,129
116875,285,865,10000,1,12,889,101
694832,325,865,1000,1,12,1345,79
272250,325,865,10000,1,12,1345,79
272250,325,865,10000,1,12,1345,79
151250,325,865,1000,1,12,1345,79
142175,240,865,30000,1,12,1374,59
167678,285,865,50000,1,12,1691,51
600000,325,865,3000,2,12,1128,432
349125,285,865,4000,2,12,1428,427
349125,265,865,4000,2,12,1428,427
50000,325,865,3000,2,12,1068,381
104544,235,865,600000,2,12,1812,319
35113,235,865,900000,2,12,1812,319
353970,240,865,10000,2,12,1196,139
220160,285,865,5000,2,12,1196,139
220160,285,865,5000,2,12,1196,139
168480,285,865,5000,2,12,1196,139
1094500,269,1825,50000,2,12,2060,133
296000,330,1150,25000,2,12,1826,132
121656,240,865,10000,2,12,1155,130
43940,265,865,10000,2,12,1143,129
196625,265,865,12000,2,12,1233,126
322669,240,865,10000,2,12,943,119
469098,285,865,10000,2,12,943,114
60000,269,1525,12000,2,12,1139,110
60000,240,865,12000,2,12,1139,103
180500,230,870,10000,2,12,896,100
296000,269,1570,25000,2,12,1515,98
296000,330,1150,25000,2,12,1515,98
640760,330,1140,50000,2,12,1678,94
640760,330,1140,50000,2,12,1873,94
640760,325,855,50000,2,12,1873,84
169200,240,865,20000,2,12,1372,83
825000,285,855,23000,2,12,1127,80
1094500,269,1825,50000,2,12,1518,77
640760,325,855,50000,2,12,1678,71
614125,330,1140,50000,2,12,1391,70
685396,285,865,50000,2,12,1813,69
221100,240,865,50000,2,12,1177,37
227500,240,865,100000,2,12,1411,24
227500,240,865,100000,2,12,1411,24
161568,235,865,500000,2,12,1411,24
128989,240,865,105000,2,12,1409,22
116875,240,865,750000,2,12,3922,13
382392,269,1525,86400,3,12,1411,24
407680,285,566,400000,2,12,1001,113
407680,285,616,400000,2,12,1001,113
407680,285,566,400000,2,12,1001,113
407680,285,616,400000,2,12,7132,37
170000,265,566,300000,2,12,2307,15
170000,240,865,300000,2,12,2307,15
205425,230,865,15000,2,12,925,75
155520,330,1115,5000,2,12,820,269
193726,240,576,25000,2,12,1242,63
353736,260,682,100000,2,12,1362,24
241200,240,576,500000,2,12,4485,18
178002,275,511,1000000,2,12,5845,13
70196,240,865,100000,1,12,1273,19
1595280,285,865,1000,2,12,1081,1190
805800,325,865,1000,2,12,1081,1187
311575,325,865,20000,2,12,1039,1149
648000,326,855,1000,2,12,877,972
273224,285,855,1000,2,12,860,922
561600,330,1115,3500,2,12,1039,382
418200,330,1115,3500,2,12,888,293
185344,240,865,10000,2,12,1526,264
185344,240,865,10000,2,12,1526,264
185344,240,865,10000,2,12,1526,264
500000,280,850,100000,2,12,965,236
459635,280,865,50000,2,12,965,236
459635,280,815,50000,2,12,965,236
151620,255,865,5000,2,12,965,236
566370,280,890,5000,2,12,938,225
1736163,280,855,5000,2,12,1074,185
1332100,280,855,15000,2,12,1074,185
632400,280,855,2400,2,12,1074,185
632400,330,1125,10000,2,12,1074,185
632400,330,1125,10000,2,12,1074,185
632400,330,1140,10000,2,12,1074,185
632400,330,1140,10000,2,12,1074,185
632400,330,1140,10000,2,12,1074,185
514250,280,855,10000,2,12,1074,185
514250,280,855,10000,2,12,1074,185
491575,280,855,3000,2,12,1074,185
478224,280,815,5000,2,12,1074,185
